rank,id,problem_number,title,category,ev,ev_low,ev_high,impact,p_solve,p_valid_open,assessment,local_status,upstream_status,eligible,present,holds,reasons,source_url
,20001930,AIM-GEOMETRY-0268,Smooth reversible counterexamples and an exact symmetrization diagnostic,Geometry,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,solved,False,True,upstream_resolution_claim; statement_repair_required; prior_solution_claim_requires_audit,construction_or_counterexample,https://aimath.org/pastworkshops/geodesicsproblems.pdf
,20001941,AIM-GEOMETRY-0279,The Cohn-Elkies implication in dimensions 8 and 24,Geometry,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,open,False,True,invalid_or_context_only_report,,https://aimath.org/WWN/spherepacking/spherepacking.pdf
,20001942,AIM-GEOMETRY-0280,Cohn--Elkies magic functions solve sphere packing in dimensions 8 and 24,Geometry,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,solved,False,True,upstream_resolution_claim; prior_solution_claim_requires_audit,,https://aimath.org/WWN/spherepacking/spherepacking.pdf
,20001943,AIM-GEOMETRY-0281,Existence and forced structure of the 8- and 24-dimensional magic functions,Geometry,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,solved,False,True,upstream_resolution_claim; prior_solution_claim_requires_audit,,https://aimath.org/WWN/spherepacking/spherepacking.pdf
,20001958,AIM-GEOMETRY-0296,Density fails by compactness for locally free circle actions,Geometry,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,solved,False,True,upstream_resolution_claim; prior_solution_claim_requires_audit,,https://aimath.org/WWN/momentmaps/momentmaps.pdf
,20001961,AIM-GEOMETRY-0299,Contact convexity context and properness on a symplectization,Geometry,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,open,False,True,invalid_or_context_only_report,,https://aimath.org/WWN/momentmaps/momentmaps.pdf
,20001962,AIM-GEOMETRY-0300,A boundary fragment and the specialization behind it,Geometry,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,open,False,True,invalid_or_context_only_report,,https://aimath.org/WWN/momentmaps/momentmaps.pdf
,20001970,AIM-GEOMETRY-0308,A sharp circle criterion for intersecting Kirwan kernels,Geometry,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,solved,False,True,upstream_resolution_claim; prior_solution_claim_requires_audit,,https://aimath.org/WWN/momentmaps/momentmaps.pdf
,20001985,AIM-GEOMETRY-0323,Exact membership of the origin in an ideal amoeba,Geometry,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,solved,False,True,upstream_resolution_claim; statement_repair_required; prior_solution_claim_requires_audit,computable_objects; algorithmic_target,https://aimath.org/WWN/amoebas/amoebas.pdf
,20001990,AIM-GEOMETRY-0328,Quantitative tropical-theta approximation on an affine circle,Geometry,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,partially_solved,False,True,statement_repair_required,construction_or_counterexample,https://aimath.org/WWN/amoebas/amoebas.pdf
,20001996,AIM-GEOMETRY-0334,Simplex solidness and a sharp coefficient-robustness radius,Geometry,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,partially_solved,False,True,statement_repair_required,computable_objects,https://aimath.org/WWN/amoebas/amoebas.pdf
,20002002,AIM-GEOMETRY-0340,Tropical computation and spin-structure covariance of real curve counts in projective three-space,Geometry,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,solved,False,True,upstream_resolution_claim,algorithmic_target,https://aimath.org/WWN/amoebas/amoebas.pdf
,20002006,AIM-GEOMETRY-0344,A finite recognition certificate for planar tropical fans,Geometry,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,open,False,True,invalid_or_context_only_report,algorithmic_target,https://aimath.org/WWN/amoebas/amoebas.pdf
,20002020,AIM-GEOMETRY-0358,The holographic Q-curvature–Pfaffian relation and its four-dimensional defect,Geometry,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,solved,False,True,upstream_resolution_claim; prior_solution_claim_requires_audit,,https://aimath.org/WWN/confstruct/confstruct.pdf
,20002022,AIM-GEOMETRY-0360,Convention-safe six-dimensional Q-curvature decomposition,Geometry,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,solved,False,True,upstream_resolution_claim,,https://aimath.org/WWN/confstruct/confstruct.pdf
,20002025,AIM-GEOMETRY-0363,Literal quotient is two-dimensional in the four-dimensional parity-even model,Geometry,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,solved,False,True,upstream_resolution_claim; prior_solution_claim_requires_audit,,https://aimath.org/WWN/confstruct/confstruct.pdf
,20002028,AIM-GEOMETRY-0366,Dimension four bounds total Q above and determines its exact range,Geometry,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,solved,False,True,upstream_resolution_claim; prior_solution_claim_requires_audit,,https://aimath.org/WWN/confstruct/confstruct.pdf
,20002031,AIM-GEOMETRY-0369,Distinguishing intrinsic and boundary order-three conformal operators,Geometry,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,open,False,True,invalid_or_context_only_report,,https://aimath.org/WWN/confstruct/confstruct.pdf
,20002035,AIM-GEOMETRY-0373,Exact spin-tractor holonomy formula for the twistor-spinor dimension,Geometry,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,solved,False,True,upstream_resolution_claim; prior_solution_claim_requires_audit,,https://aimath.org/WWN/confstruct/confstruct.pdf
,20002037,AIM-GEOMETRY-0375,Global descent and flat-torus classification for Lorentzian spinors,Geometry,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,partially_solved,False,True,statement_repair_required,construction_or_counterexample,https://aimath.org/WWN/confstruct/confstruct.pdf
,20002039,AIM-GEOMETRY-0377,The holographic conformally flat Q-curvature formula and a finite coefficient recurrence,Geometry,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,solved,False,True,upstream_resolution_claim,,https://aimath.org/WWN/confstruct/confstruct.pdf
,20002042,AIM-GEOMETRY-0380,Nonuniqueness of Q-curvature extensions to Weyl structures,Geometry,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,solved,False,True,upstream_resolution_claim,,https://aimath.org/WWN/confstruct/confstruct.pdf
,20002043,AIM-GEOMETRY-0381,Q-curvature for Weyl structures and the Faraday ambiguity,Geometry,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,solved,False,True,upstream_resolution_claim,,https://aimath.org/WWN/confstruct/confstruct.pdf
,20002053,AIM-GEOMETRY-0391,Replacing the Pfaffian by Q in global conformal invariants,Geometry,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,solved,False,True,upstream_resolution_claim; prior_solution_claim_requires_audit,,https://aimath.org/WWN/confstruct/confstruct.pdf
,20002054,AIM-GEOMETRY-0392,Exact-divergence form of a global conformal invariant,Geometry,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,solved,False,True,upstream_resolution_claim; prior_solution_claim_requires_audit,,https://aimath.org/WWN/confstruct/confstruct.pdf
,20002055,AIM-GEOMETRY-0393,Pfaffian decomposition of global conformal invariants,Geometry,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,solved,False,True,upstream_resolution_claim; prior_solution_claim_requires_audit,,https://aimath.org/WWN/confstruct/confstruct.pdf
,20002056,AIM-GEOMETRY-0394,A source and tractor-slot audit of Other routes to Q,Geometry,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,open,False,True,invalid_or_context_only_report,algorithmic_target,https://aimath.org/WWN/confstruct/confstruct.pdf
,20002065,AIM-GEOMETRY-0403,Closed overtwisted contact manifolds and negative stabilization,Geometry,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,solved,False,True,upstream_resolution_claim,,https://aimath.org/WWN/contactgeom2/contactgeom2.pdf
,20002075,AIM-GEOMETRY-0413,Stein nonfillability of a torus prequantization,Geometry,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,solved,False,True,upstream_resolution_claim; prior_solution_claim_requires_audit,,https://aimath.org/WWN/contactgeom2/contactgeom2.pdf
,20002079,AIM-GEOMETRY-0417,Local toric bookkeeping and a focus-focus monodromy obstruction,Geometry,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,open,False,True,invalid_or_context_only_report,,https://aimath.org/WWN/contactgeom2/contactgeom2.pdf
,20002083,AIM-GEOMETRY-0421,Solved Audin conjecture and a partial structural result on Maslov-two areas,Geometry,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,solved,False,True,upstream_resolution_claim,,https://aimath.org/WWN/contactgeom2/contactgeom2.pdf
,20002092,AIM-GEOMETRY-0430,Hurwitz stabilizers and open-book centralizers,Geometry,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,open,False,True,invalid_or_context_only_report,,https://aimath.org/WWN/contactgeom2/contactgeom2.pdf
,20002095,AIM-GEOMETRY-0433,A non-exact l.c.s. family on a Sol mapping torus,Geometry,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,solved,False,True,upstream_resolution_claim,,https://aimath.org/WWN/contactgeom2/contactgeom2.pdf
,20002098,AIM-GEOMETRY-0436,A two-scale linking certificate for Reeb flows,Geometry,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,open,False,True,invalid_or_context_only_report,,https://aimath.org/WWN/contactgeom2/contactgeom2.pdf
,20002099,AIM-GEOMETRY-0437,A structured audit of what HF=HM preserves,Geometry,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,open,False,True,invalid_or_context_only_report,,https://aimath.org/WWN/contactgeom2/contactgeom2.pdf
,20002101,AIM-INFRASTRUCTURE-0001,A rights-portability-cost rule for choosing educational assessment tools,Computer Science,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,open,False,True,invalid_or_context_only_report,,http://aimath.org/pastworkshops/oerassessmentproblems.pdf
,20002102,AIM-INFRASTRUCTURE-0002,A deployment gate for open mathematical assessment,Computer Science,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,open,False,True,invalid_or_context_only_report,,http://aimath.org/pastworkshops/oerassessmentproblems.pdf
,20002103,AIM-INFRASTRUCTURE-0003,A motivation-first deployment gate for educational technology,Computer Science,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,open,False,True,invalid_or_context_only_report,,http://aimath.org/pastworkshops/oerassessmentproblems.pdf
,20002105,AIM-INFRASTRUCTURE-0005,A version-aware evidence pipeline for input during educational-technology development,Computer Science,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,open,False,True,invalid_or_context_only_report,,http://aimath.org/pastworkshops/oerassessmentproblems.pdf
,20002106,AIM-INFRASTRUCTURE-0006,Separating feedback content from the opportunity to revise,Computer Science,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,open,False,True,invalid_or_context_only_report,,http://aimath.org/pastworkshops/oerassessmentproblems.pdf
,20002108,AIM-INFRASTRUCTURE-0008,From interaction traces to defensible collaboration evidence,Computer Science,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,open,False,True,invalid_or_context_only_report,,http://aimath.org/pastworkshops/oerassessmentproblems.pdf
,20002111,AIM-INFRASTRUCTURE-0011,A version-aware design for longitudinal studies of open assessment systems,Computer Science,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,open,False,True,invalid_or_context_only_report,,http://aimath.org/pastworkshops/oerassessmentproblems.pdf
,20002117,AIM-INFRASTRUCTURE-0017,Decision-safe STACK reports and a governed user community,Computer Science,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,open,False,True,invalid_or_context_only_report,,http://aimath.org/pastworkshops/oerassessmentproblems.pdf
,20002130,AIM-INFRASTRUCTURE-0030,A versioned localization and transport certificate,Computer Science,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,partially_solved,False,True,insufficient_statement_context,,http://aimath.org/pastworkshops/oerassessmentproblems.pdf
,20002140,AIM-INFRASTRUCTURE-0040,A replicable and inclusive developer on-ramp,Computer Science,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,partially_solved,False,True,statement_repair_required,construction_or_counterexample,http://aimpl.org/cyberinfrastructure/3/
,20002150,AIM-INFRASTRUCTURE-0050,Context closure for stand-alone PreTeXt worksheets,Computer Science,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,solved,False,True,upstream_resolution_claim,,https://github.com/PreTeXtBook/community/wiki/Moderated-Problem-Session
,20002165,AIM-INFRASTRUCTURE-0065,An edge-complete certificate for type-specific quick starts,Computer Science,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,partially_solved,False,True,insufficient_statement_context,,https://github.com/PreTeXtBook/community/wiki/Moderated-Problem-Session
,20002167,AIM-INFRASTRUCTURE-0067,Residual-context certificates for PreTeXt snippets,Computer Science,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,partially_solved,False,True,insufficient_statement_context,,https://github.com/PreTeXtBook/community/wiki/Moderated-Problem-Session
,20002171,AIM-INFRASTRUCTURE-0071,A dependency-closed LaTeX subset for certified PreTeXt import,Computer Science,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,partially_solved,False,True,insufficient_statement_context,,https://github.com/PreTeXtBook/community/wiki/Moderated-Problem-Session
,20002173,AIM-INFRASTRUCTURE-0073,A certified component-scaffolding contract for course syllabi and worksheets,Computer Science,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,partially_solved,False,True,insufficient_statement_context,,https://github.com/PreTeXtBook/community/wiki/Moderated-Problem-Session
,20002175,AIM-INFRASTRUCTURE-0075,A safe publication-first launch contract,Computer Science,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,partially_solved,False,True,insufficient_statement_context,,https://github.com/PreTeXtBook/community/wiki/Moderated-Problem-Session
,20002180,AIM-INFRASTRUCTURE-0080,A semantic degradation contract and state lower bound for EPUB knowl fallbacks,Computer Science,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,partially_solved,False,True,insufficient_statement_context,,https://github.com/PreTeXtBook/community/wiki/Moderated-Problem-Session
,20002189,AIM-INFRASTRUCTURE-0089,Degree-windowed Cech computation and the role of one b-function,Computer Science,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,partially_solved,False,True,statement_repair_required,computable_objects,http://aimpl.org/macaulay2efie/2/
,20002194,AIM-INFRASTRUCTURE-0094,"Truncation representatives, semantic equality certificates, and functorial cohomology maps",Computer Science,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,solved,False,True,upstream_resolution_claim,,http://aimpl.org/macaulay2efie/4/
,20002213,AIM-LINEAR_ALGEBRA-0007,Loop-group factorization and normalization obstructions for 2 by 2 totally nonnegative block Toeplitz matrices,Algebra,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,partially_solved,False,True,statement_repair_required,computable_objects,http://aimpl.org/totalpos/1/
,20002228,AIM-LOGIC-0004,Source repair and the countable chromatic compactness endpoint barrier,Logic,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,False,True,statement_repair_required; invalid_or_context_only_report,computable_objects,http://aimpl.org/alephtwo/5/
,20002246,AIM-LOGIC-0022,Automorphisms of cohesive powers of number fields,Logic,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,solved,False,True,upstream_resolution_claim; prior_solution_claim_requires_audit,algorithmic_target,http://aimpl.org/definedecide/6/
,20002250,AIM-LOGIC-0026,Questions 10--14 and a full quantifier collapse in literal dual covering,Logic,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,partially_solved,False,True,statement_repair_required,construction_or_counterexample,https://aimath.org/pastworkshops/innermodelproblems.pdf
,20002252,AIM-LOGIC-0028,A maximal negative answer from overlapping extenders,Logic,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,solved,False,True,upstream_resolution_claim; prior_solution_claim_requires_audit,,https://aimath.org/pastworkshops/innermodelproblems.pdf
,20002256,AIM-LOGIC-0032,Simultaneous vanishing of the higher limits of the Mardesic-Prasolov system,Logic,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,solved,False,True,upstream_resolution_claim; prior_solution_claim_requires_audit,,http://aimpl.org/highlowforcing/1/
,20002258,AIM-LOGIC-0034,A supercompact cardinal does not outright imply the bounded Namba axiom,Logic,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,partially_solved,False,True,statement_repair_required,construction_or_counterexample,http://aimpl.org/highlowforcing/1/
,20002261,AIM-LOGIC-0037,Consistency of the lightface Sigma_1 maximality scheme,Logic,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,solved,False,True,upstream_resolution_claim; prior_solution_claim_requires_audit,,http://aimpl.org/highlowforcing/1/
,20002272,AIM-LOGIC-0048,A stronger long-interval model and a finite-block strong-limit certificate,Logic,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,solved,False,True,upstream_resolution_claim,,http://aimpl.org/highlowforcing/2/
,20002274,AIM-LOGIC-0050,The super tree property at aleph_{omega+1} and the missing assignment quantifier,Logic,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,solved,False,True,upstream_resolution_claim,algorithmic_target,http://aimpl.org/highlowforcing/2/
,20002275,AIM-LOGIC-0051,Positive solution and parameter descent for the super tree property,Logic,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,solved,False,True,upstream_resolution_claim,,http://aimpl.org/highlowforcing/2/
,20002276,AIM-LOGIC-0052,A weak-square counterexample and the width-escape mechanism,Logic,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,solved,False,True,upstream_resolution_claim; statement_repair_required; prior_solution_claim_requires_audit,construction_or_counterexample,http://aimpl.org/highlowforcing/2/
,20002289,AIM-LOGIC-0065,Relative algebraic closedness between models of the theory of the rationals,Logic,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,solved,False,True,upstream_resolution_claim; prior_solution_claim_requires_audit,,https://aimath.org/pastworkshops/definabilityinntproblems.pdf
,20002302,AIM-LOGIC-0078,Unrecovered Jarden questions and a Galois-core decidability obstruction,Logic,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,open,False,True,invalid_or_context_only_report,,https://aimath.org/pastworkshops/definabilityinntproblems.pdf
,20002303,AIM-LOGIC-0079,Computable structures need not admit low-Scott-rank approximations,Logic,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,solved,False,True,upstream_resolution_claim; prior_solution_claim_requires_audit,algorithmic_target,https://aimath.org/pastworkshops/computestabproblems.pdf
,20002304,AIM-LOGIC-0080,Scott-rank gaps above infinitary quantifier rank,Logic,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,solved,False,True,upstream_resolution_claim; prior_solution_claim_requires_audit,,https://aimath.org/pastworkshops/computestabproblems.pdf
,20002313,AIM-LOGIC-0089,A finite-support obstruction to definable isomorphisms with the complex field,Logic,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,partially_solved,False,True,statement_repair_required,construction_or_counterexample,https://aimath.org/pastworkshops/computestabproblems.pdf
,20002318,AIM-LOGIC-0094,Scott sets and rational cuts in recursively saturated real closed fields,Logic,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,solved,False,True,upstream_resolution_claim,,https://aimath.org/pastworkshops/computestabproblems.pdf
,20002322,AIM-LOGIC-0098,Least presentation degrees of differentially closed fields,Logic,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,solved,False,True,upstream_resolution_claim; statement_repair_required; prior_solution_claim_requires_audit,construction_or_counterexample; algorithmic_target,https://aimath.org/pastworkshops/computestabproblems.pdf
,20002328,AIM-LOGIC-0104,Randomized finite-field vector spaces solve the beautiful-pair problem,Logic,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,solved,False,True,upstream_resolution_claim; prior_solution_claim_requires_audit,,https://aimath.org/WWN/continuouslogic/continuouslogic.pdf
,20002332,AIM-LOGIC-0108,Quantitative bridge from Vershik genericity to existential closure,Logic,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,solved,False,True,upstream_resolution_claim,,https://aimath.org/WWN/continuouslogic/continuouslogic.pdf
,20002333,AIM-LOGIC-0109,Displacement classification and a two-level obstruction for a generic Urysohn involution,Logic,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,solved,False,True,upstream_resolution_claim; prior_solution_claim_requires_audit,,https://aimath.org/WWN/continuouslogic/continuouslogic.pdf
,20002336,AIM-LOGIC-0112,Compactness transfer from exact isometry to uniform almost isometry,Logic,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,solved,False,True,upstream_resolution_claim,,https://aimath.org/WWN/continuouslogic/continuouslogic.pdf
,20002338,AIM-LOGIC-0114,Fermat's little theorem and a bounded modular-factorial code,Logic,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,solved,False,True,upstream_resolution_claim,,https://aimath.org/WWN/hilberts10th/hilberts10th.pdf
,20002343,AIM-LOGIC-0119,What the Drinfeld commutator actually defines,Logic,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,open,False,True,invalid_or_context_only_report,,https://aimath.org/WWN/hilberts10th/hilberts10th.pdf
,20002348,AIM-LOGIC-0124,Effective simple-set transfer and an obstruction from noneffective localizations,Logic,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,partially_solved,False,True,statement_repair_required,computable_objects,https://aimath.org/WWN/hilberts10th/hilberts10th.pdf
,20002365,AIM-LOGIC-0141,A corrected algebraic p-adic field with definable valuation and algebraically closed residue,Logic,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,solved,False,True,upstream_resolution_claim; prior_solution_claim_requires_audit,,https://aimath.org/WWN/hilberts10th/hilberts10th.pdf
,20002372,AIM-LOGIC-0148,Finite homogeneous maps and a sharp fiber bound,Logic,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,solved,False,True,upstream_resolution_claim; prior_solution_claim_requires_audit,,https://aimath.org/WWN/hilberts10th/hilberts10th.pdf
,20002373,AIM-LOGIC-0149,A branch-profile audit of the CBH participant note,Logic,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,open,False,True,invalid_or_context_only_report,,https://aimath.org/WWN/coremodel/coremodel.pdf
,20002374,AIM-LOGIC-0150,A forcing diagnostic for CH and Omega-logic,Logic,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,open,False,True,invalid_or_context_only_report,,https://aimath.org/WWN/coremodel/coremodel.pdf
,20002375,AIM-LOGIC-0151,A parameter-exact sharp-to-perfect-set bridge,Logic,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,open,False,True,invalid_or_context_only_report,,https://aimath.org/WWN/coremodel/coremodel.pdf
,20002380,AIM-LOGIC-0156,The relativized Church-Kleene boundary as a fine-structure bridge,Logic,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,open,False,True,invalid_or_context_only_report,,https://aimath.org/WWN/coremodel/coremodel.pdf
,20002381,AIM-LOGIC-0157,An internal coding criterion for HOD to satisfy V = HOD,Logic,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,open,False,True,invalid_or_context_only_report,,https://aimath.org/WWN/coremodel/coremodel.pdf
,20002382,AIM-LOGIC-0158,Local branch hypotheses as uniqueness and gluing principles for strategies,Logic,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,open,False,True,invalid_or_context_only_report,,https://aimath.org/WWN/coremodel/coremodel.pdf
,20002384,AIM-LOGIC-0160,A necessary HOD diagnostic inside determinacy models,Logic,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,open,False,True,invalid_or_context_only_report,,https://aimath.org/WWN/coremodel/coremodel.pdf
,20002404,AIM-PDES-0016,A co-periodic constrained-positivity certificate for generalized KdV waves,Partial Differential Equations,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,solved,False,True,upstream_resolution_claim,,http://aimpl.org/compproofstability/6/
,20002410,AIM-PDES-0022,Landau equation: context recovery and a structure-preserving kernel audit,Partial Differential Equations,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,open,False,True,invalid_or_context_only_report; insufficient_statement_context,,http://aimpl.org/nonlocalde/5/
,20002412,AIM-PDES-0024,Applied Models heading recovery and a gang-model spectral benchmark,Partial Differential Equations,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,open,False,True,invalid_or_context_only_report; insufficient_statement_context,,http://aimpl.org/nonlocalde/8/
,20002416,AIM-PDES-0028,The refuted C1 conjecture and radial rigidity,Partial Differential Equations,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,solved,False,True,upstream_resolution_claim; prior_solution_claim_requires_audit,,http://aimpl.org/nonlinpdegeom/1/
,20002418,AIM-PDES-0030,Literal torus obstruction and background-Hessian reconstruction,Partial Differential Equations,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,open,False,True,invalid_or_context_only_report,,http://aimpl.org/nonlinpdegeom/1/
,20002421,AIM-PDES-0033,Separated-variable counterexamples and sharp boundary blow-up,Partial Differential Equations,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,solved,False,True,upstream_resolution_claim; prior_solution_claim_requires_audit,,http://aimpl.org/nonlinpdegeom/1/
,20002432,AIM-PDES-0044,Low-regularity flexibility and smooth instability for embedded torus metrics,Partial Differential Equations,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,solved,False,True,upstream_resolution_claim,,http://aimpl.org/nonlinpdegeom/3/
,20002443,AIM-PDES-0055,"Toda one-soliton spectrum, sharp weight threshold, and Floquet convention audit",Partial Differential Equations,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,solved,False,True,upstream_resolution_claim,,https://aimath.org/WWN/multidimwaves/multidimwaves.pdf
,20002452,AIM-PDES-0064,A symmetry obstruction and reversible two-mode diagnostic for vortex-pattern return,Partial Differential Equations,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,partially_solved,False,True,statement_repair_required,computable_objects,https://aimath.org/WWN/multidimwaves/multidimwaves.pdf
,20002457,AIM-PDES-0069,Energy/AP audit and a kinetic-cone counterexample for a stiff two-moment model,Partial Differential Equations,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,False,True,statement_repair_required; invalid_or_context_only_report,construction_or_counterexample,https://aimath.org/WWN/balancelaws/balancelaws.pdf
,20002458,AIM-PDES-0070,Well-balanced reconstruction for hyperbolic chemotaxis,Partial Differential Equations,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,open,False,True,invalid_or_context_only_report,,https://aimath.org/WWN/balancelaws/balancelaws.pdf
,20002460,AIM-PDES-0072,A mass-drift certificate for spherical shallow-water patch coupling,Partial Differential Equations,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,open,False,True,invalid_or_context_only_report,,https://aimath.org/WWN/balancelaws/balancelaws.pdf
,20002461,AIM-PDES-0073,A commutator and equilibrium-projection obstruction for stiff splitting,Partial Differential Equations,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,open,False,True,invalid_or_context_only_report,,https://aimath.org/WWN/balancelaws/balancelaws.pdf
,20002462,AIM-PDES-0074,Exact interface balance and a raw-density current diagnostic for semiconductor drift-diffusion,Partial Differential Equations,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,open,False,True,invalid_or_context_only_report,,https://aimath.org/WWN/balancelaws/balancelaws.pdf
,20002463,AIM-PDES-0075,Flux-conservative Liouville scattering at a potential step,Partial Differential Equations,0.027,0.0036,0.108,3,0.015,0.6,automatic,unreviewed,open,False,True,invalid_or_context_only_report,,https://aimath.org/WWN/balancelaws/balancelaws.pdf
